Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2012-02-25,GoldCoast,21.4,27.6,79.4,,,E,61.0,ESE,SE,35.0,39.0,86.0,93.0,1020.4,1018.6,,,25.2,24.1,Yes
2013-09-25,Walpole,,16.8,,,,WNW,91.0,,WNW,,24.0,,56.0,,1015.5,,,,16.7,
2014-06-02,Nuriootpa,8.5,16.5,3.8,1.4,5.5,SW,24.0,NE,SW,7.0,15.0,100.0,84.0,1020.7,1019.3,8.0,7.0,9.6,15.0,Yes
2010-02-07,CoffsHarbour,21.6,27.5,80.6,,4.0,NNE,35.0,S,E,13.0,17.0,91.0,78.0,1018.4,1017.4,7.0,6.0,24.4,27.1,Yes
2012-05-17,PerthAirport,6.8,21.4,0.0,2.0,5.1,ENE,22.0,NE,WSW,9.0,9.0,82.0,45.0,1020.4,1017.8,6.0,7.0,13.8,20.6,No
2013-09-19,GoldCoast,14.9,27.1,0.0,,,NNW,35.0,NW,N,22.0,20.0,77.0,75.0,1009.9,1004.6,,,22.3,23.9,No
2012-11-16,Nuriootpa,10.3,21.8,0.2,5.2,12.8,ESE,52.0,ESE,SE,24.0,24.0,58.0,22.0,1017.1,1015.9,3.0,0.0,12.4,21.0,No
2012-01-08,Cairns,23.1,31.4,0.0,6.4,10.2,ENE,31.0,SSE,ENE,11.0,20.0,61.0,62.0,1012.7,1009.7,1.0,1.0,29.0,30.1,No
2014-03-05,GoldCoast,19.3,28.2,15.0,,,S,37.0,SSW,ESE,13.0,20.0,75.0,52.0,1019.5,1016.7,,,23.7,26.3,Yes
2009-12-22,Dartmoor,8.1,28.9,0.0,7.0,13.1,ESE,33.0,SE,SW,11.0,15.0,73.0,38.0,1013.7,1011.1,,,16.8,27.0,No
2010-08-16,Walpole,9.9,18.2,0.0,,,NNE,31.0,NE,ENE,17.0,13.0,80.0,51.0,1018.5,1011.6,,,12.6,17.8,No
2016-06-02,Uluru,14.2,17.8,0.2,,,SSE,20.0,E,NNW,4.0,13.0,100.0,99.0,1018.7,1016.4,8.0,8.0,15.2,17.4,No
2010-11-19,AliceSprings,11.8,29.6,0.0,8.8,12.9,E,43.0,E,SSE,22.0,20.0,33.0,19.0,1015.9,1012.4,0.0,0.0,23.2,28.9,No
2009-10-12,Cobar,16.3,29.1,0.0,8.4,0.9,W,76.0,NNE,WSW,24.0,35.0,50.0,73.0,1008.0,1007.1,7.0,7.0,19.0,16.8,No
2010-08-28,Cobar,5.4,14.9,0.0,2.2,,SW,24.0,SW,SSW,6.0,11.0,77.0,48.0,1025.2,1024.2,6.0,8.0,10.3,13.9,No
2013-06-20,Cobar,6.2,15.4,0.0,1.6,,N,28.0,E,NNW,9.0,7.0,78.0,50.0,1023.7,1020.2,7.0,7.0,8.1,14.3,No
2009-02-28,GoldCoast,18.9,31.7,0.0,,,NNE,33.0,NNW,NNE,9.0,26.0,55.0,59.0,1012.3,1008.9,,,25.9,29.7,No
2013-08-25,Nuriootpa,3.5,15.1,0.1,1.9,6.4,WNW,24.0,,WSW,0.0,13.0,93.0,68.0,1026.7,1024.1,7.0,6.0,8.4,13.9,No
2009-07-27,PerthAirport,4.5,16.0,0.0,1.2,2.8,SW,19.0,NNE,S,7.0,7.0,72.0,55.0,1033.3,1031.1,6.0,7.0,10.4,15.5,No
2013-10-14,AliceSprings,13.0,25.3,0.0,15.0,11.9,ESE,50.0,ESE,SE,30.0,24.0,20.0,11.0,1023.1,1017.6,1.0,1.0,16.9,23.8,No
2011-02-23,CoffsHarbour,16.4,24.3,1.6,3.4,8.0,S,57.0,SW,SW,24.0,30.0,74.0,64.0,1019.7,1018.5,6.0,6.0,19.7,23.5,Yes
2015-04-16,Nuriootpa,11.6,17.5,0.0,8.1,0.6,E,39.0,E,ENE,9.0,9.0,77.0,93.0,1027.2,1024.8,7.0,8.0,14.8,14.8,No
2014-04-08,GoldCoast,19.1,27.0,0.0,,,SSE,50.0,S,S,28.0,37.0,57.0,68.0,1019.5,1017.5,,,25.0,23.6,No
2010-07-08,GoldCoast,13.3,20.9,1.4,,,S,63.0,S,SSE,20.0,46.0,70.0,62.0,1020.4,1018.1,,,17.3,19.1,Yes
2016-10-19,Walpole,7.9,17.0,0.0,,,NW,48.0,WNW,W,24.0,24.0,66.0,81.0,1013.3,1009.8,,,14.8,14.5,No
2014-11-23,GoldCoast,21.0,28.5,0.0,,,N,39.0,NNE,NNE,26.0,30.0,68.0,69.0,1017.4,1014.2,,,25.3,24.5,No
2015-04-06,Walpole,13.5,21.0,0.0,,,ENE,41.0,E,E,20.0,13.0,66.0,52.0,1026.2,1022.1,,,16.3,20.1,No
2010-04-01,Nuriootpa,9.7,26.7,0.0,5.8,9.1,SE,35.0,E,ENE,11.0,13.0,57.0,29.0,1021.4,1019.4,3.0,6.0,16.5,25.3,No
2009-09-28,Dartmoor,8.5,14.6,0.2,2.0,4.3,SW,31.0,SW,WSW,17.0,17.0,77.0,66.0,1017.8,1015.2,,,11.3,13.6,No
2009-12-07,GoldCoast,22.2,30.7,0.0,,,N,46.0,N,N,28.0,31.0,52.0,68.0,1016.3,1012.4,,,28.4,25.5,No
2010-05-23,Cobar,6.7,20.6,0.0,2.8,5.9,NNE,33.0,ENE,ENE,17.0,13.0,55.0,29.0,1020.8,1016.3,1.0,4.0,13.0,19.6,No
2008-12-06,Cairns,24.7,33.4,0.0,8.4,10.6,NE,33.0,SE,NE,15.0,20.0,64.0,67.0,1012.7,1009.2,1.0,2.0,30.8,31.5,No
2016-01-22,Walpole,15.1,22.4,0.0,,,SSE,30.0,,SSE,0.0,19.0,59.0,62.0,1019.6,1018.4,,,18.7,20.5,No
2010-06-16,Cairns,21.3,27.7,0.0,4.8,5.1,SSE,46.0,SSE,SSE,28.0,31.0,70.0,64.0,1017.9,1015.9,5.0,7.0,24.1,25.8,No
2015-05-23,GoldCoast,15.6,22.4,0.2,,,S,63.0,S,S,41.0,35.0,54.0,55.0,1022.6,1023.0,,,19.5,20.8,No
2009-06-10,Cobar,6.2,11.5,0.0,1.6,10.0,SSW,31.0,,SSW,,17.0,,42.0,,1022.0,,4.0,,10.5,No
2010-05-18,Cobar,6.5,21.0,0.0,2.2,8.8,SSE,30.0,S,SSE,6.0,7.0,74.0,35.0,1019.3,1017.6,0.0,5.0,12.2,19.7,No
2013-03-22,Walpole,12.9,21.8,0.6,,,SW,31.0,WNW,SW,9.0,17.0,78.0,54.0,1018.6,1017.2,,,17.4,20.5,No
2009-07-22,Cobar,12.2,17.4,0.0,4.2,1.7,NW,43.0,N,NW,13.0,11.0,61.0,90.0,1012.0,1010.2,6.0,8.0,16.5,14.8,No
2013-07-25,Cobar,2.9,15.9,0.2,2.0,,ENE,19.0,ESE,WSW,4.0,9.0,84.0,47.0,1030.4,1027.6,1.0,7.0,8.3,14.3,No
2012-11-15,Dartmoor,4.3,18.7,0.0,5.4,0.9,S,31.0,,SSE,0.0,2.0,100.0,76.0,1017.3,1016.0,,,9.9,17.0,No
2013-04-17,PerthAirport,18.7,26.9,0.0,2.6,4.2,NE,30.0,ENE,WNW,13.0,7.0,76.0,50.0,1014.7,1011.8,8.0,7.0,21.0,26.3,No
